2018-02-05_03-13-10-3860,         0.0902,         0.0761,         1.0000,        32.0000,        29.0000,        61.0000,         4.0000,       922.4000
2018-02-05_03-13-21-9020,         0.0918,         0.0762,         0.0000,        33.0000,        36.0000,        69.0000,         1.0000,       931.6000
2018-02-05_03-13-22-5020,         0.0917,         0.0754,         1.0000,        36.0000,        32.0000,        68.0000,         0.0000,       932.1000
2018-02-05_03-13-34-9220,         0.0921,         0.0760,         0.0000,        28.0000,        27.0000,        55.0000,         5.0000,       942.0000
2018-02-05_03-13-35-4720,         0.0920,         0.0758,         2.0000,        31.0000,        32.0000,        63.0000,         2.0000,       942.5000
2018-02-05_03-13-46-9360,         0.0910,         0.0755,         1.0000,        38.0000,        36.0000,        74.0000,         3.0000,       951.6000
2018-02-05_03-13-47-5900,         0.0919,         0.0762,         1.0000,        33.0000,        30.0000,        63.0000,         6.0000,       952.2000
2018-02-05_03-13-58-8540,         0.0926,         0.0758,         1.0000,        35.0000,        32.0000,        67.0000,         4.0000,       961.2000
2018-02-05_03-13-59-5050,         0.0911,         0.0758,         1.0000,        31.0000,        31.0000,        62.0000,         2.0000,       961.7000
2018-02-05_03-14-12-0740,         0.0908,         0.0762,         0.0000,        33.0000,        30.0000,        63.0000,         3.0000,       971.7000
2018-02-05_03-14-12-6740,         0.0893,         0.0760,         3.0000,        34.0000,        36.0000,        70.0000,         6.0000,       972.2000
2018-02-05_03-14-24-0910,         0.0919,         0.0762,         1.0000,        30.0000,        29.0000,        59.0000,         1.0000,       981.3000
2018-02-05_03-14-24-6900,         0.0929,         0.0754,         1.0000,        32.0000,        36.0000,        68.0000,         2.0000,       981.8000
2018-02-05_03-14-37-1080,         0.0927,         0.0762,         1.0000,        31.0000,        31.0000,        62.0000,         4.0000,       991.7000
2018-02-05_03-14-37-7090,         0.0908,         0.0762,         0.0000,        26.0000,        32.0000,        58.0000,         0.0000,       992.2000
2018-02-05_03-14-49-1750,         0.0914,         0.0761,         1.0000,        30.0000,        33.0000,        63.0000,         3.0000,      1001.4000
2018-02-05_03-14-49-7760,         0.0919,         0.0761,         0.0000,        30.0000,        30.0000,        60.0000,         2.0000,      1001.9000
2018-02-05_03-15-02-3940,         0.0908,         0.0757,         2.0000,        38.0000,        34.0000,        72.0000,         2.0000,      1011.9000
2018-02-05_03-15-02-9970,         0.0921,         0.0759,         1.0000,        31.0000,        31.0000,        62.0000,         3.0000,      1012.4000
2018-02-05_03-15-14-4120,         0.0912,         0.0754,         1.0000,        31.0000,        32.0000,        63.0000,         3.0000,      1021.6000
2018-02-05_03-15-15-0120,         0.0904,         0.0759,         0.0000,        30.0000,        31.0000,        61.0000,         2.0000,      1022.0000
2018-02-05_03-15-27-4800,         0.0936,         0.0761,         3.0000,        33.0000,        33.0000,        66.0000,         2.0000,      1032.0000
2018-02-05_03-15-28-0320,         0.0906,         0.0761,         0.0000,        28.0000,        32.0000,        60.0000,         3.0000,      1032.4000
2018-02-05_03-15-39-5480,         0.0918,         0.0767,         1.0000,        30.0000,        35.0000,        65.0000,         5.0000,      1041.6000
2018-02-05_03-15-40-1490,         0.0914,         0.0762,         1.0000,        31.0000,        32.0000,        63.0000,         1.0000,      1042.1000
2018-02-05_03-15-51-6680,         0.0925,         0.0762,         2.0000,        30.0000,        31.0000,        61.0000,         4.0000,      1051.3000
2018-02-05_03-15-52-2660,         0.0916,         0.0761,         0.0000,        32.0000,        33.0000,        65.0000,         4.0000,      1051.8000
2018-02-05_03-16-05-0820,         0.0925,         0.0760,         0.0000,        29.0000,        26.0000,        55.0000,         5.0000,      1062.0000
2018-02-05_03-16-05-6830,         0.0922,         0.0761,         0.0000,        44.0000,        30.0000,        74.0000,         3.0000,      1062.5000
2018-02-05_03-16-17-1000,         0.0919,         0.0762,         0.0000,        33.0000,        35.0000,        68.0000,         4.0000,      1071.6000
2018-02-05_03-16-17-7010,         0.0919,         0.0762,         0.0000,        30.0000,        31.0000,        61.0000,         3.0000,      1072.1000
2018-02-05_03-16-29-1190,         0.0904,         0.0761,         1.0000,        28.0000,        34.0000,        62.0000,         8.0000,      1081.2000
2018-02-05_03-16-29-7190,         0.0901,         0.0762,         2.0000,        30.0000,        33.0000,        63.0000,         4.0000,      1081.7000
2018-02-05_03-16-42-1390,         0.0911,         0.0763,         0.0000,        28.0000,        30.0000,        58.0000,         2.0000,      1091.6000
2018-02-05_03-16-42-7380,         0.0923,         0.0763,         2.0000,        29.0000,        31.0000,        60.0000,         3.0000,      1092.1000
